First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
Ronald,Male,4/30/2014,2:19 PM,121068,12.757,TRUE,Product
Ronald,Male,2/24/2009,2:09 PM,96633,4.99,TRUE,Engineering
Ronald,Male,5/25/1983,10:05 AM,50426,18.536,TRUE,Sales
Rose,Female,07-06-02,3:57 PM,63494,19.385,TRUE,Human Resources
Rose,Female,5/28/2015,8:40 AM,149903,5.63,FALSE,Human Resources
Rose,Female,10/30/2004,4:34 PM,56961,7.585,FALSE,Marketing
Rose,Female,5/20/1982,9:14 AM,97691,2.142,FALSE,Client Services
Rose,Female,11-03-99,9:06 AM,75181,6.06,TRUE,Finance
Rose,Female,12/31/1982,6:50 PM,145001,19.85,FALSE,Engineering
Rose,Female,01-02-02,9:14 PM,49538,9.828,FALSE,Client Services
Rose,Female,04-06-82,10:43 AM,91411,8.639,TRUE,Human Resources
Rose,Female,8/25/2002,5:12 AM,134505,11.051,TRUE,Marketing
Roy,Male,9/23/2004,1:31 PM,101941,3.45,FALSE,Client Services
Roy,Male,08-06-06,7:52 AM,148225,1.841,FALSE,Finance
Roy,Male,05-10-04,1:22 PM,46875,12.942,TRUE,Sales
Ruby,Female,8/17/1987,4:20 PM,65476,10.012,TRUE,Product
Ruby,Female,11-08-00,7:35 PM,105946,1.139,FALSE,Business Development
Ruby,Female,12-10-88,8:27 PM,76707,6.031,FALSE,Business Development
Ruby,Female,05-01-99,3:36 AM,147362,7.851,TRUE,Engineering
Ruby,Female,07-07-80,3:42 AM,101262,6.773,FALSE,Client Services
Ruby,Female,5/31/2008,8:41 PM,83112,4.083,FALSE,Marketing
Ruby,Female,8/13/2006,6:27 PM,48354,19.501,FALSE,Business Development
Ruby,Female,1/28/1980,11:08 PM,142868,6.318,FALSE,Marketing
Russell,,05-05-88,7:57 AM,133980,12.396,TRUE,Legal
Russell,Male,01-02-05,1:48 AM,60388,17.885,FALSE,Client Services
Russell,Male,8/13/2014,3:51 PM,121160,7.843,FALSE,Engineering
Russell,Male,10/30/1994,5:46 AM,114334,9.669,FALSE,Product
Russell,,05-09-09,11:59 AM,149456,3.533,FALSE,Marketing
Russell,Male,05-10-13,11:08 PM,137359,11.105,FALSE,Business Development
Russell,Male,5/20/2013,12:39 PM,96914,1.421,FALSE,Product
Ruth,Female,8/19/1999,4:03 AM,129297,8.067,TRUE,Client Services
Ruth,,5/18/1999,5:56 AM,98233,2.518,TRUE,Distribution
Ruth,Female,08-12-86,7:29 PM,44639,9.148,TRUE,Legal
Ruth,Female,10/24/2000,4:13 AM,69579,18.029,TRUE,Human Resources
Ruth,Female,12-12-96,10:07 AM,97915,3.997,TRUE,Human Resources
Ruth,Female,2/17/2004,5:38 AM,59969,14.064,TRUE,Finance
Ruth,Female,09-02-80,6:52 AM,59678,10.895,FALSE,Distribution
Ryan,Male,7/20/1993,10:18 PM,139917,11.466,FALSE,Distribution
Ryan,Male,4/15/1988,5:18 AM,91109,17.499,TRUE,Human Resources
Ryan,Male,11/16/2012,1:47 PM,57292,6.01,FALSE,
Ryan,Male,4/27/1999,3:41 AM,85858,19.475,FALSE,Client Services
Samuel,Male,12/19/1991,2:54 AM,76076,5.319,TRUE,Finance
Samuel,Male,5/25/2012,4:40 PM,85550,11.593,TRUE,Marketing
Samuel,,10-07-02,3:08 AM,141305,9.849,TRUE,Marketing
Samuel,Male,08-07-97,12:40 PM,43694,3.787,TRUE,Engineering
Sandra,Female,1/19/1983,7:25 AM,42090,8.842,TRUE,Legal
Sandra,Female,4/24/1995,7:14 PM,116931,9.657,TRUE,Human Resources
Sandra,Female,09-07-89,4:17 PM,111468,2.58,TRUE,Product
Sandra,Female,02-07-98,12:39 PM,132327,19.264,FALSE,Product
Sara,Female,8/15/2007,9:23 AM,83677,8.999,FALSE,Engineering
Sara,Female,9/23/1991,6:17 PM,97058,9.402,FALSE,Finance
Sara,Female,2/25/1980,10:50 PM,75484,3.186,FALSE,Finance
Sara,,10-07-83,1:35 PM,87713,18.863,TRUE,Legal
Sara,,11/18/2014,2:47 PM,135990,14.344,TRUE,Distribution
Sarah,Female,9/14/1995,7:50 AM,87298,2.311,FALSE,Distribution
Sarah,,11/21/1985,1:08 PM,58295,14.603,TRUE,Engineering
Sarah,Female,5/22/1994,7:06 AM,64207,7.824,TRUE,Client Services
Sarah,,7/20/1990,10:49 PM,109980,8.86,FALSE,Sales
Sarah,,8/31/1981,2:51 PM,37748,9.047,FALSE,Human Resources
Sarah,Female,11-03-80,2:47 PM,37259,1.763,FALSE,Client Services
Sarah,Female,04-06-99,11:17 AM,109517,5.146,FALSE,Human Resources
Sarah,Female,8/17/2014,11:08 PM,127118,11.176,FALSE,Legal
Sarah,Female,12-04-95,9:16 AM,124566,5.949,FALSE,Product
Scott,,07-11-91,6:58 PM,122367,5.218,FALSE,Legal
Scott,Male,05-12-09,4:36 AM,58248,3.914,FALSE,Business Development
Scott,Male,12/17/2011,3:45 AM,90429,4.45,FALSE,Product
Scott,Male,08-03-96,1:50 AM,64172,10.894,TRUE,Engineering
Scott,Male,11/17/2012,2:47 PM,146812,1.965,TRUE,Marketing
Scott,Male,11/23/1996,7:36 PM,96111,15.592,FALSE,Human Resources
Scott,Male,8/20/2011,8:08 AM,37385,8.226,TRUE,Business Development
Sean,Male,05-04-96,8:59 PM,135490,19.934,FALSE,Marketing
Sean,Male,02-11-13,7:07 PM,42748,9.765,FALSE,Distribution
Sean,Male,4/25/2006,4:51 PM,108581,9.634,FALSE,Human Resources
Sean,Male,3/21/2009,11:38 AM,131423,8.957,FALSE,Distribution
Sean,Male,1/17/1983,2:23 PM,66146,11.178,FALSE,Human Resources
Sharon,,03-01-90,3:46 AM,83658,6.513,FALSE,Business Development
Sharon,,10/28/1984,5:59 PM,97635,10.413,TRUE,Client Services
Sharon,Female,03-09-14,4:39 PM,91522,7.564,FALSE,Finance
Sharon,Female,03-12-02,6:32 AM,147635,14.693,FALSE,Human Resources
Sharon,Female,07-01-11,9:50 AM,46007,19.731,TRUE,Client Services
Shawn,Male,12-07-86,7:45 PM,111737,6.414,FALSE,Product
Shawn,Male,9/23/2005,2:55 AM,148115,6.539,TRUE,Finance
Shawn,Male,12-03-09,10:24 AM,96610,2.097,TRUE,Client Services
Shawn,Male,9/29/1987,10:11 PM,71975,9.77,FALSE,Human Resources
Shawn,Male,12/29/2006,3:05 AM,57871,4.02,TRUE,Human Resources
Shawn,Male,3/17/2008,2:12 PM,39335,10.664,FALSE,Distribution
Shawn,Male,3/13/2008,5:36 PM,51667,6.339,FALSE,Product
Shirley,Female,6/20/2001,10:39 PM,147113,16.135,FALSE,Legal
Shirley,Female,05-01-84,1:15 PM,41334,6.219,TRUE,Human Resources
Shirley,Female,2/28/1981,1:23 PM,113850,1.854,FALSE,Marketing
Shirley,Female,06-08-86,2:25 AM,110061,7.494,FALSE,Client Services
Shirley,,11/16/1990,6:01 PM,67811,12.699,FALSE,Finance
Shirley,Female,4/16/1988,11:09 AM,132156,2.754,FALSE,Marketing
Stephanie,Female,9/13/1986,1:52 AM,36844,5.574,TRUE,Business Development
Stephanie,Female,3/24/1983,11:15 AM,50141,13.218,TRUE,Human Resources
Stephanie,Female,11/26/1992,12:54 AM,122121,7.937,TRUE,Engineering
Stephanie,Female,9/14/1982,8:14 AM,96649,3.453,FALSE,Sales
Stephanie,Female,6/26/1988,5:48 AM,136604,6.16,TRUE,Human Resources
Stephen,Male,04-09-87,12:47 PM,111249,10.574,TRUE,Human Resources
Stephen,Male,05-09-15,7:07 PM,141958,9.078,TRUE,Legal
Stephen,Male,10/21/1984,6:26 AM,121816,10.615,TRUE,Distribution
Stephen,Male,09-10-90,10:42 PM,129663,15.574,FALSE,Human Resources
Stephen,Male,10/29/1989,11:34 PM,93997,18.093,TRUE,Business Development
Stephen,,07-10-83,8:10 PM,85668,1.909,FALSE,Legal
Steve,Male,11-11-09,11:44 PM,61310,12.428,TRUE,Distribution
Steve,,2/23/2002,3:55 AM,83159,9.55,TRUE,Distribution
Steve,Male,8/22/1995,6:58 AM,67780,9.54,TRUE,Human Resources
Steve,,8/27/2009,3:41 PM,53692,4.785,TRUE,Marketing
Steve,Male,01-11-02,9:17 PM,51821,1.197,TRUE,Legal
Steven,Male,3/30/1980,9:20 PM,35095,8.379,TRUE,Client Services
Steven,Male,4/23/2013,10:12 PM,68680,16.565,FALSE,Legal
Steven,Male,03-01-95,3:03 PM,109095,9.494,FALSE,Finance
Steven,Male,11-10-85,10:53 AM,62719,19.127,FALSE,Client Services
Steven,Male,05-12-09,2:14 PM,113060,2.846,TRUE,Sales
Steven,Male,11/21/2006,8:30 AM,83706,6.96,TRUE,Human Resources
Steven,Male,09-07-86,12:32 AM,43252,18.892,FALSE,Client Services
Steven,Male,5/30/1980,8:25 PM,100949,13.813,TRUE,Human Resources
Steven,Male,07-05-09,4:55 AM,110306,16.843,TRUE,Human Resources
Susan,Female,9/25/2004,1:30 AM,80688,18.892,TRUE,Sales
Susan,Female,4/18/1986,9:31 AM,90829,19.142,FALSE,Marketing
Susan,Female,04-07-95,10:05 PM,92436,12.467,FALSE,Sales
Tammy,Female,11-11-84,10:30 AM,132839,17.463,TRUE,Client Services
Teresa,,1/28/2016,10:55 AM,140013,8.689,TRUE,Engineering
Teresa,Female,6/24/1987,7:37 PM,69740,8.294,FALSE,Distribution
Teresa,,01-03-92,3:47 PM,63103,11.378,FALSE,Finance
Teresa,Female,1/22/2013,3:17 PM,113425,11.907,TRUE,Human Resources
Terry,Male,11/27/1981,6:30 PM,124008,13.464,TRUE,Client Services
Terry,Male,09-03-90,9:15 PM,52226,19.135,FALSE,Client Services
Terry,,7/15/2016,12:29 AM,140002,19.49,TRUE,Marketing
Terry,Male,10/21/2010,11:18 PM,58357,7.969,FALSE,Engineering
Terry,Male,11-10-04,4:33 AM,35633,3.947,TRUE,Distribution
Terry,,09-11-92,4:41 PM,41238,8.219,FALSE,Marketing
Theresa,Female,10-10-06,1:12 AM,85182,16.675,FALSE,Sales
Theresa,Female,04-11-10,7:18 AM,72670,1.481,TRUE,Engineering
Theresa,,10-07-95,10:16 AM,42025,3.319,TRUE,Human Resources
Theresa,Female,4/27/2001,9:17 PM,75661,1.079,TRUE,Legal
Thomas,Male,3/31/1996,6:53 AM,61933,4.17,TRUE,
Thomas,Male,06-04-95,2:24 PM,62096,17.029,FALSE,Marketing
Thomas,Male,04-06-11,1:04 PM,103235,9.554,TRUE,Human Resources
Thomas,,8/31/1995,8:31 PM,41549,3.95,FALSE,Sales
Thomas,Male,09-07-91,9:51 AM,65251,11.211,FALSE,Distribution
Thomas,Male,05-03-90,9:29 AM,111371,15.081,TRUE,Engineering
Thomas,Male,03-12-16,3:10 PM,105681,19.572,FALSE,Engineering
Timothy,Male,10-06-10,10:49 PM,49473,12.463,FALSE,Legal
Timothy,Male,8/25/1991,10:37 AM,92587,8.475,FALSE,Finance
Tina,Female,6/16/2016,7:47 PM,100705,16.961,TRUE,Marketing
Tina,Female,06-12-09,7:16 AM,114767,3.711,TRUE,Engineering
Tina,Female,1/17/2005,9:11 AM,88276,14.248,FALSE,Legal
Tina,Female,08-06-99,3:18 AM,102841,3.369,FALSE,Client Services
Tina,Female,5/15/1997,3:53 PM,56450,19.04,TRUE,Engineering
Todd,Male,2/18/1990,2:41 AM,49339,1.695,TRUE,Human Resources
Todd,,06-10-03,2:26 PM,84692,6.617,FALSE,Client Services
Todd,Male,4/13/1999,10:31 AM,59728,11.226,TRUE,Client Services
Todd,Male,03-11-09,3:43 AM,107281,1.612,TRUE,Engineering
Todd,Male,02-02-84,10:13 AM,69989,10.985,TRUE,Finance
Todd,Male,5/23/2011,4:14 PM,85074,1.844,FALSE,Client Services
Todd,Male,3/16/2016,2:45 PM,134408,3.56,TRUE,Human Resources
Todd,Male,2/16/2010,11:29 AM,103405,15.91,FALSE,Sales
Todd,Male,07-04-93,6:53 PM,128175,18.473,TRUE,
Todd,Male,01-04-83,12:34 PM,115566,6.716,TRUE,Client Services
Victor,,03-10-11,8:40 PM,84546,10.489,TRUE,Finance
Victor,Male,01-08-03,1:02 PM,124486,10.166,FALSE,Product
Victor,Male,04-11-91,7:44 AM,70817,17.138,FALSE,Engineering
Victor,Male,9/24/2005,12:04 PM,123144,16.261,TRUE,Product
Victor,Male,03-10-10,5:01 PM,45267,3.942,TRUE,Sales
Victor,,7/28/2006,2:49 PM,76381,11.159,TRUE,Sales
Virginia,,05-07-94,5:58 PM,111858,1.601,TRUE,Legal
Virginia,Female,10/20/1999,6:23 AM,46905,19.154,FALSE,Distribution
Virginia,Female,05-02-10,9:10 PM,123649,10.154,TRUE,Marketing
Walter,Male,07-06-83,11:54 PM,127813,5.961,FALSE,Finance
Walter,,12/21/1999,10:33 PM,66757,18.099,FALSE,Distribution
Walter,Male,08-04-07,1:59 PM,58789,5.461,FALSE,Sales
Walter,Male,9/24/2007,11:16 PM,125382,13.613,TRUE,Client Services
Walter,Male,5/21/1992,12:39 AM,144701,16.323,TRUE,Marketing
Wanda,Female,7/20/2008,1:44 PM,65362,7.132,TRUE,Legal
Wanda,Female,04-06-93,3:11 AM,78883,19.695,FALSE,
Wayne,Male,04-07-12,8:00 AM,102652,14.085,TRUE,Distribution
Wayne,Male,1/30/1992,3:01 PM,81183,17.066,FALSE,Client Services
Wayne,Male,09-02-09,1:37 AM,126956,18.396,FALSE,Human Resources
Wayne,Male,09-08-06,11:09 AM,67471,2.728,FALSE,Engineering
William,Male,9/29/2002,4:09 PM,66521,5.83,FALSE,Human Resources
William,Male,11/18/1993,12:27 PM,54058,5.182,TRUE,Human Resources
William,Male,6/26/1997,8:33 AM,104840,15.653,TRUE,Engineering
Willie,Male,11/27/2003,6:21 AM,64363,4.023,FALSE,Marketing
Willie,Male,2/17/1998,8:20 PM,146651,1.451,TRUE,Engineering
Willie,Male,06-06-06,9:45 AM,55281,4.935,TRUE,Marketing
Willie,Male,8/22/2009,1:03 PM,55038,19.691,FALSE,Legal
Willie,Male,12-05-09,5:39 AM,141932,1.017,TRUE,Engineering
,Female,7/20/2015,10:43 AM,45906,11.598,,Finance
,Male,6/14/2012,4:19 PM,125792,5.042,,
,Male,10-08-12,1:12 AM,37076,18.576,,Client Services
,Male,8/21/1998,2:27 PM,122340,6.417,,
,Male,1/29/2016,2:33 AM,122173,7.797,,Client Services
,,12/17/2011,8:29 AM,41126,14.009,,Sales
,Female,06-12-07,5:25 PM,58112,19.414,,Marketing
,Male,6/22/1991,8:58 PM,76189,18.988,,Legal
,Female,10-03-90,1:08 AM,132373,10.527,,
,Female,8/17/2014,2:00 PM,86230,8.578,,Distribution
,Female,7/27/2005,8:32 AM,79536,14.443,,Product
,Female,3/23/2014,1:28 PM,59148,9.061,,Legal
,Female,07-09-91,6:52 PM,42341,7.014,,Sales
,,9/18/2007,6:59 PM,40297,6.185,,Client Services
,Female,2/23/2005,9:50 PM,149654,1.825,,Sales
,Female,6/17/1991,12:49 PM,71945,5.56,,Marketing
,,4/28/2003,3:01 AM,113732,10.391,,Sales
,Male,11/25/1999,6:16 AM,42676,15.517,,Sales
,Female,08-05-09,8:14 AM,115145,14.063,,Distribution
,Male,02-04-05,1:01 PM,40451,16.044,,Distribution
,Female,08-02-92,8:35 PM,145316,18.517,,Human Resources
,Female,07-08-08,11:40 PM,62960,14.356,,Sales
,Male,1/27/2010,2:57 AM,87760,14.987,,Engineering
,Male,10-09-11,9:29 AM,69906,4.844,,Engineering
,Male,4/22/1997,9:36 PM,65078,3.095,,Marketing
,Female,12/31/2006,11:02 PM,81444,3.171,,Distribution
,Female,9/18/2002,12:39 PM,118906,4.537,,Marketing
,Female,4/18/1996,3:57 PM,107024,12.182,,
,Male,6/29/2008,5:23 AM,111043,5.966,,Distribution
,Male,5/24/2016,9:17 PM,76409,7.008,,Distribution
,Male,2/21/1995,12:26 AM,136602,10.429,,Marketing
,Female,4/27/2013,6:40 AM,93847,1.085,,Business Development
,Female,4/26/1992,8:01 PM,115436,3.099,,Human Resources
,Female,6/24/2014,10:05 AM,38275,10.494,,Distribution
,Male,4/20/1980,1:17 PM,71520,13.248,,Engineering
,,9/25/1981,9:59 AM,83895,17.971,,Engineering
,Female,12-02-09,3:30 AM,84746,4.82,,Finance
,Female,04-01-80,8:04 PM,48141,12.605,,
,Female,1/13/2009,1:01 PM,118736,7.421,,Client Services
,Female,10-11-90,10:57 PM,98385,10.925,,Human Resources
,Male,10/13/1983,11:59 PM,139754,12.74,,Sales
,Female,10/24/1993,5:17 PM,116236,17.274,,Engineering
,Female,4/13/1997,8:03 AM,131755,2.93,,
,,09-02-88,12:49 PM,147309,1.702,,Distribution
,Male,8/28/2012,7:56 PM,88733,1.932,,Human Resources
,Male,10/20/1989,9:37 AM,88086,19.387,,Finance
,Male,12/27/1996,7:07 AM,139959,8.992,,Distribution
,Male,5/23/1990,2:09 AM,136655,9.801,,Distribution
,Male,04-07-95,4:32 AM,60411,12.048,,Human Resources
,Male,6/17/2009,1:00 PM,136681,3.655,,Business Development
,Female,12/18/1994,8:42 PM,138807,1.4,,Human Resources
,Male,10/24/1986,9:23 AM,47176,10.736,,Finance
,Female,6/18/2000,7:36 AM,106428,10.867,,
,Male,05-06-86,4:41 PM,74104,17.68,,Client Services
,,4/15/1991,3:39 AM,132505,13.592,,Product
,Female,7/24/1982,12:00 AM,57811,8.941,,Marketing
,Male,12/13/1994,10:34 AM,141311,5.478,,Product
,Female,12/27/1980,2:27 AM,80399,12.254,,Distribution
,Male,11-12-09,2:30 PM,109411,9.494,,Engineering
,,08-01-88,1:35 AM,87103,5.665,,
,Male,09-05-80,7:36 AM,114896,13.823,,Client Services
,Male,11/24/2015,3:11 AM,145329,7.1,,Finance
,Male,5/23/2001,7:52 PM,103877,6.322,,Distribution
,Female,8/23/2000,4:19 PM,95866,19.388,,Sales
,Female,9/15/1985,1:50 AM,133472,16.941,,Distribution
,Male,7/30/2012,3:07 PM,107351,5.329,,Marketing
,Female,9/14/2010,5:19 AM,143638,9.662,,
